,feature,class,classID,fold
35,"[[ 0.00997716 -0.10255401  0.9889045  ...  0.          0.
   0.        ]
 [ 0.21548364  0.7799994   1.6616597  ...  0.          0.
   0.        ]
 [ 1.8494451   2.6967351   1.7617617  ...  0.          0.
   0.        ]
 ...
 [-0.48030248 -0.48032334 -0.48041102 ...  0.          0.
   0.        ]
 [-0.4804428  -0.4804815  -0.48050198 ...  0.          0.
   0.        ]
 [-0.4804662  -0.48051253 -0.48052853 ...  0.          0.
   0.        ]]",air_conditioner,0,5
36,"[[ 2.8831494   3.7407987   3.8505754  ...  0.          0.
   0.        ]
 [ 2.063299    3.080693    2.6992478  ...  0.          0.
   0.        ]
 [ 0.91494817  3.081002    2.8666618  ...  0.          0.
   0.        ]
 ...
 [-0.4511417  -0.45127994 -0.45130518 ...  0.          0.
   0.        ]
 [-0.45113778 -0.45131937 -0.45138124 ...  0.          0.
   0.        ]
 [-0.45121512 -0.45134795 -0.45139122 ...  0.          0.
   0.        ]]",air_conditioner,0,5
37,"[[ 5.36116     2.439107    1.0055571  ...  0.          0.
   0.        ]
 [-0.25982377 -0.0777176   0.13138984 ...  0.          0.
   0.        ]
 [ 0.8096419   0.7776639   2.2372103  ...  0.          0.
   0.        ]
 ...
 [-0.43971044 -0.4397627  -0.43971026 ...  0.          0.
   0.        ]
 [-0.43959334 -0.4398224  -0.43989998 ...  0.          0.
   0.        ]
 [-0.4396643  -0.43985292 -0.4399147  ...  0.          0.
   0.        ]]",air_conditioner,0,5
38,"[[ 7.3059254   3.2376587   2.5434995  ...  0.          0.
   0.        ]
 [ 1.3946675   1.1362861   1.7014992  ...  0.          0.
   0.        ]
 [ 1.3456713   1.5366613   1.7420582  ...  0.          0.
   0.        ]
 ...
 [-0.4662204  -0.46639916 -0.46641624 ...  0.          0.
   0.        ]
 [-0.46643296 -0.46649498 -0.4665275  ...  0.          0.
   0.        ]
 [-0.46644476 -0.46651995 -0.4665466  ...  0.          0.
   0.        ]]",air_conditioner,0,5
39,"[[ 0.3150152   0.5453197  -0.0335451  ...  0.          0.
   0.        ]
 [ 1.0292331   1.3264939   0.3593827  ...  0.          0.
   0.        ]
 [ 3.3011823   2.4948487   1.6974432  ...  0.          0.
   0.        ]
 ...
 [-0.4783985  -0.47842345 -0.4784384  ...  0.          0.
   0.        ]
 [-0.47849646 -0.47849882 -0.47849566 ...  0.          0.
   0.        ]
 [-0.4785123  -0.4785147  -0.47851568 ...  0.          0.
   0.        ]]",air_conditioner,0,5
40,"[[ 1.1636405   1.6751649   0.99798477 ...  0.          0.
   0.        ]
 [ 0.438078    0.6945746   0.6299448  ...  0.          0.
   0.        ]
 [-0.23382367 -0.23164558  0.5156281  ...  0.          0.
   0.        ]
 ...
 [-0.4443225  -0.4444578  -0.44450748 ...  0.          0.
   0.        ]
 [-0.44438174 -0.4445416  -0.4445976  ...  0.          0.
   0.        ]
 [-0.44447413 -0.44457647 -0.44461012 ...  0.          0.
   0.        ]]",air_conditioner,0,5
41,"[[-0.20545706  0.60966045  0.6157762  ...  0.          0.
   0.        ]
 [-0.15247948  0.22682664  1.004502   ...  0.          0.
   0.        ]
 [ 0.34724367  0.8514319   1.162616   ...  0.          0.
   0.        ]
 ...
 [-0.41511458 -0.4151249  -0.41513747 ...  0.          0.
   0.        ]
 [-0.4151282  -0.41516584 -0.41519007 ...  0.          0.
   0.        ]
 [-0.4151675  -0.41519782 -0.41520828 ...  0.          0.
   0.        ]]",air_conditioner,0,5
42,"[[ 0.4278079   0.59268063  0.95174456 ...  0.          0.
   0.        ]
 [-0.12390913 -0.22582334  0.2373285  ...  0.          0.
   0.        ]
 [-0.13016376  0.12391455  0.4381158  ...  0.          0.
   0.        ]
 ...
 [-0.4115041  -0.41149917 -0.4114929  ...  0.          0.
   0.        ]
 [-0.41156927 -0.41157645 -0.41156378 ...  0.          0.
   0.        ]
 [-0.41159174 -0.41159263 -0.4115928  ...  0.          0.
   0.        ]]",air_conditioner,0,5
43,"[[ 0.753501    0.9370411   1.3501683  ...  0.          0.
   0.        ]
 [ 1.9505417   0.7993791   0.6032625  ...  0.          0.
   0.        ]
 [-0.06624959  0.01087052  0.8855808  ...  0.          0.
   0.        ]
 ...
 [-0.41488138 -0.4150381  -0.41504368 ...  0.          0.
   0.        ]
 [-0.41506934 -0.41514298 -0.415173   ...  0.          0.
   0.        ]
 [-0.41504553 -0.41514772 -0.41518226 ...  0.          0.
   0.        ]]",air_conditioner,0,5
44,"[[ 2.1638677   1.4629843   0.52582836 ...  0.          0.
   0.        ]
 [ 1.4124774   0.49743325  0.5693705  ...  0.          0.
   0.        ]
 [ 1.1160587   0.9487354   1.307993   ...  0.          0.
   0.        ]
 ...
 [-0.40564018 -0.40626875 -0.40649194 ...  0.          0.
   0.        ]
 [-0.40595126 -0.4064229  -0.40659088 ...  0.          0.
   0.        ]
 [-0.4060938  -0.4064785  -0.40660718 ...  0.          0.
   0.        ]]",air_conditioner,0,5
45,"[[ 3.9019701   1.8532801   0.37757593 ...  0.          0.
   0.        ]
 [ 1.9835734   1.1774979   0.9918446  ...  0.          0.
   0.        ]
 [ 2.802508    2.4568863   1.8684918  ...  0.          0.
   0.        ]
 ...
 [-0.50112146 -0.5011967  -0.5012257  ...  0.          0.
   0.        ]
 [-0.5013143  -0.5013409  -0.501342   ...  0.          0.
   0.        ]
 [-0.50133324 -0.5013553  -0.5013631  ...  0.          0.
   0.        ]]",air_conditioner,0,5
46,"[[ 1.3854688   0.98236257  0.80931914 ...  0.          0.
   0.        ]
 [ 0.5680989   0.66781026  0.42033756 ...  0.          0.
   0.        ]
 [ 0.27565968 -0.02782751  0.5018898  ...  0.          0.
   0.        ]
 ...
 [-0.3922507  -0.39240187 -0.3924759  ...  0.          0.
   0.        ]
 [-0.3922736  -0.3924774  -0.39254183 ...  0.          0.
   0.        ]
 [-0.3922934  -0.39248982 -0.39255562 ...  0.          0.
   0.        ]]",air_conditioner,0,5
47,"[[ 0.5462831   1.4357555   0.6632694  ...  0.          0.
   0.        ]
 [ 0.48499164  0.7520562   0.42367488 ...  0.          0.
   0.        ]
 [ 1.9499288   1.2403147   2.564387   ...  0.          0.
   0.        ]
 ...
 [-0.5063133  -0.506435   -0.5065618  ...  0.          0.
   0.        ]
 [-0.5064254  -0.5065836  -0.50664276 ...  0.          0.
   0.        ]
 [-0.50640404 -0.5065931  -0.50665724 ...  0.          0.
   0.        ]]",air_conditioner,0,5
48,"[[ 3.0715258   7.6034985   4.911956   ...  0.          0.
   0.        ]
 [ 1.5296872   3.2116182   2.7575502  ...  0.          0.
   0.        ]
 [ 6.334744    3.7732763   1.6924062  ...  0.          0.
   0.        ]
 ...
 [-0.5180042  -0.51865673 -0.51888067 ...  0.          0.
   0.        ]
 [-0.51799023 -0.51870024 -0.5189302  ...  0.          0.
   0.        ]
 [-0.5180358  -0.5187229  -0.51895213 ...  0.          0.
   0.        ]]",air_conditioner,0,5
49,"[[ 0.82791716  0.69962144  0.90859914 ...  0.          0.
   0.        ]
 [-0.09294206  0.06625519  1.5049407  ...  0.          0.
   0.        ]
 [-0.02589903  0.32145786  0.2972247  ...  0.          0.
   0.        ]
 ...
 [-0.53086406 -0.53084224 -0.53084016 ...  0.          0.
   0.        ]
 [-0.53099674 -0.53098005 -0.5309775  ...  0.          0.
   0.        ]
 [-0.5310243  -0.5310234  -0.5310217  ...  0.          0.
   0.        ]]",air_conditioner,0,5
50,"[[ 2.1101394   1.7961624   2.0014534  ...  0.          0.
   0.        ]
 [ 0.0941791   0.66688937  1.5106378  ...  0.          0.
   0.        ]
 [ 1.043984    3.013484    3.324935   ...  0.          0.
   0.        ]
 ...
 [-0.5243927  -0.52497166 -0.52516913 ...  0.          0.
   0.        ]
 [-0.52474606 -0.5251249  -0.52524376 ...  0.          0.
   0.        ]
 [-0.52477294 -0.5251534  -0.5252791  ...  0.          0.
   0.        ]]",air_conditioner,0,5
51,"[[ 3.249761    1.9629658  -0.0255408  ...  0.          0.
   0.        ]
 [ 1.7278246   1.2906821   0.13342233 ...  0.          0.
   0.        ]
 [ 1.3055799   1.2890881   0.4848558  ...  0.          0.
   0.        ]
 ...
 [-0.519518   -0.51933384 -0.51926225 ...  0.          0.
   0.        ]
 [-0.51962495 -0.51959723 -0.5195661  ...  0.          0.
   0.        ]
 [-0.5196444  -0.51966697 -0.51967543 ...  0.          0.
   0.        ]]",air_conditioner,0,5
52,"[[ 0.9829867   0.9686744   0.865468   ...  0.          0.
   0.        ]
 [ 0.7488939   0.576917    0.3493299  ...  0.          0.
   0.        ]
 [ 0.75653565  0.2758314   0.14502524 ...  0.          0.
   0.        ]
 ...
 [-0.5177771  -0.51775885 -0.517763   ...  0.          0.
   0.        ]
 [-0.517858   -0.5178519  -0.51785356 ...  0.          0.
   0.        ]
 [-0.51787245 -0.5178763  -0.51787704 ...  0.          0.
   0.        ]]",air_conditioner,0,5
53,"[[-0.26110825 -0.26106015 -0.26099268 ...  0.          0.
   0.        ]
 [-0.26110545 -0.2610258  -0.26098138 ...  0.          0.
   0.        ]
 [-0.26109993 -0.26103523 -0.2610284  ...  0.          0.
   0.        ]
 ...
 [-0.26111925 -0.26111922 -0.26111898 ...  0.          0.
   0.        ]
 [-0.26111928 -0.26111928 -0.26111925 ...  0.          0.
   0.        ]
 [-0.26111928 -0.26111928 -0.26111925 ...  0.          0.
   0.        ]]",dog_bark,3,6
54,"[[-0.22856475 -0.23042187 -0.23203464 ...  0.          0.
   0.        ]
 [-0.23011772 -0.22542848 -0.22858366 ...  0.          0.
   0.        ]
 [-0.23140186 -0.22943524 -0.22994447 ...  0.          0.
   0.        ]
 ...
 [-0.2337748  -0.23376958 -0.23375928 ...  0.          0.
   0.        ]
 [-0.23384383 -0.23386182 -0.23387198 ...  0.          0.
   0.        ]
 [-0.23386668 -0.23389433 -0.23390411 ...  0.          0.
   0.        ]]",dog_bark,3,6
55,"[[-0.18693012 -0.18850717 -0.18786858 ...  0.          0.
   0.        ]
 [-0.18196277 -0.18390015 -0.1870568  ...  0.          0.
   0.        ]
 [-0.18701454 -0.1875097  -0.18757665 ...  0.          0.
   0.        ]
 ...
 [-0.19024895 -0.1902762  -0.19029345 ...  0.          0.
   0.        ]
 [-0.19028491 -0.1902976  -0.19030178 ...  0.          0.
   0.        ]
 [-0.19028696 -0.19029927 -0.19030344 ...  0.          0.
   0.        ]]",dog_bark,3,6
